0,0,434.496,506.652,19,36.2395,1,1,0.25,63.5575
0,0,434.496,506.652,19,36.2395,1,1,0.25,63.5575
0,0,434.496,506.652,19,36.2395,1,1,0.25,63.5575
0,0,434.496,506.652,19,36.2395,1,1,0.25,63.5575
0,0,434.496,506.652,19,36.2395,1,1,0.25,63.5575
0,1,1467.67,391.153,132.331,81.2322,1,2,0.25,87.3676
0,1,1467.67,391.153,132.331,81.2322,1,2,0.25,87.3676
0,1,1467.67,391.153,132.331,81.2322,1,2,0.25,87.3676
0,1,1467.67,391.153,132.331,81.2322,1,2,0.25,87.3676
0,1,1467.67,391.153,132.331,81.2322,1,2,0.25,87.3676
0,2,1449.56,447.749,150.445,91.3754,1,2,0.5,24.9048
0,2,1449.56,447.749,150.445,91.3754,1,2,0.5,24.9048
0,2,1449.56,447.749,150.445,91.3754,1,2,0.5,24.9048
0,2,1449.56,447.749,150.445,91.3754,1,2,0.5,24.9048
0,2,1449.56,447.749,150.445,91.3754,1,2,0.5,24.9048
0,3,519.01,489.011,71.2121,40.4386,1,2,0.75,55.8733
0,3,519.01,489.011,71.2121,40.4386,1,2,0.75,55.8733
0,3,519.01,489.011,71.2121,40.4386,1,2,0.75,55.8733
0,3,519.01,489.011,71.2121,40.4386,1,2,0.75,55.8733
0,3,519.01,489.011,71.2121,40.4386,1,2,0.75,55.8733
1,0,426.512,505.093,19.4513,36.9205,1,1,0.25,62.3831
1,0,426.512,505.093,19.4513,36.9205,1,1,0.25,62.3831
1,0,426.512,505.093,19.4513,36.9205,1,1,0.25,62.3831
1,0,426.512,505.093,19.4513,36.9205,1,1,0.25,62.3831
1,0,426.512,505.093,19.4513,36.9205,1,1,0.25,62.3831
1,1,1475.34,389.062,124.664,81.9425,1,2,0.25,86.2817
1,1,1475.34,389.062,124.664,81.9425,1,2,0.25,86.2817
1,1,1475.34,389.062,124.664,81.9425,1,2,0.25,86.2817
1,1,1475.34,389.062,124.664,81.9425,1,2,0.25,86.2817
1,1,1475.34,389.062,124.664,81.9425,1,2,0.25,86.2817
1,2,1475.47,444.868,124.528,95.1431,1,2,0.5,23.8245
1,2,1475.47,444.868,124.528,95.1431,1,2,0.5,23.8245
1,2,1475.47,444.868,124.528,95.1431,1,2,0.5,23.8245
1,2,1475.47,444.868,124.528,95.1431,1,2,0.5,23.8245
1,2,1475.47,444.868,124.528,95.1431,1,2,0.5,23.8245
1,3,505.435,487.852,74.97,42.0666,1,2,0.75,53.7821
1,3,505.435,487.852,74.97,42.0666,1,2,0.75,53.7821
1,3,505.435,487.852,74.97,42.0666,1,2,0.75,53.7821
1,3,505.435,487.852,74.97,42.0666,1,2,0.75,53.7821
1,3,505.435,487.852,74.97,42.0666,1,2,0.75,53.7821
2,0,422.88,504.713,19.6847,37.28,1,1,0.25,61.7822
2,0,422.88,504.713,19.6847,37.28,1,1,0.25,61.7822
2,0,422.88,504.713,19.6847,37.28,1,1,0.25,61.7822
2,0,422.88,504.713,19.6847,37.28,1,1,0.25,61.7822
2,0,422.88,504.713,19.6847,37.28,1,1,0.25,61.7822
2,1,1479.89,388.496,120.108,82.2959,1,2,0.25,85.7247
2,1,1479.89,388.496,120.108,82.2959,1,2,0.25,85.7247
2,1,1479.89,388.496,120.108,82.2959,1,2,0.25,85.7247
2,1,1479.89,388.496,120.108,82.2959,1,2,0.25,85.7247
2,1,1479.89,388.496,120.108,82.2959,1,2,0.25,85.7247
